受注拠点CD,受注拠点名,受注事業部CD,受注事業部名,得意先CD,得意先名,品目CD,品目名,受注区分名,拠点,受注伝票№,行№,受注日,納期,受注数,単位名,仮単価区分名,受注単価,通貨名,受注金額,担当者CD,担当者名,受注区分,客先注番,先方品番,先方品名,規格,型式,受注製品名,サイズ１,サイズ２,サイズ３,品種大分類CD,品種大分類名,品種中分類CD,品種中分類名,品種小分類CD,品種小分類名,品種CD,品種名,品目分類CDＡ,品目分類名Ａ,原価計算しない区分,品目分類名Ｂ,発注フラグ,品目分類名Ｃ,品目区分,品目区分名,入数,ケース数,バラ数,単価単位CD,仮単価区分,在庫単位CD,在庫単位名,在庫管理受注数,通貨CD,換算レート,換算受注金額,換算税抜受注金額,売上消費税率CD,売上消費税率名,受注消費税単価,受注消費税額,換算受注消費税額,表示用受注消費税額,表示用換算受注消費税額,標準原価単価,標準原価金額,粗利額,摘要１,その他テキスト１,受注承認状態区分,受注承認状態区分名,受注承認依頼日,受注承認担当者CD,受注承認担当者名,受注承認処理日,受注承認担当者CD２,受注承認担当者名２,受注承認処理日２
1,南濃工場,,,11,東京,0002       00001,0002,張替修理品,1,151867,1,2019/05/07,2019/06/06,1.00,,,17550.00,円,17550.00,0753,横山 直美,2,,,,0002                    0,0002,張替修理品,0.00000,0.00000,0.00000,,,,,,,3,張替・修理,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,17550.00,17550.00,1,外税消費税率-8%-10%,1404.00,1404.00,1404.00,1404.00,1404.00,10.00,10.00,17540.00,東№4906　D096  10  48/8145張替,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,AK-RG   23 10035,AK-RG   23 GYBR         220150,生産品,1,151872,1,2019/05/07,2019/05/31,1.00,,,85800.00,円,85800.00,8001,鎌田　義彦,0,,,,AK-RG   23 GYBR         1,AK-RG   23  布　,ﾘﾘｱﾝﾗｸﾞⅡ ｸﾞﾚｰ×ﾌﾞﾗｳﾝ,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,1,原価計算しない,,,6,商品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,85800.00,85800.00,1,外税消費税率-8%-10%,6864.00,6864.00,6864.00,6864.00,6864.00,47850.00,47850.00,37950.00,納期問合わせ中,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,BLS     O3 00005,BLS     O3 200GM    GY                 Z,生産品,1,151911,1,2019/05/07,2019/06/01,1.00,,,178200.00,円,178200.00,0753,横山 直美,0,FB80440,,,BLS     O3 200GM    GY  Z,BLS     O3,BLS TVﾎﾞｰﾄﾞ,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,,,,,6,商品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,178200.00,178200.00,1,外税消費税率-8%-10%,14256.00,14256.00,14256.00,14256.00,14256.00,141164.00,141164.00,37036.00,納期問合中　ﾊﾞｲｵｰﾀﾞｰ,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,CH351   A  10379,CH351   A  06    C      GRI,生産品,1,151889,2,2019/05/07,2019/05/30,1.00,,,20000.00,円,20000.00,0363,岡田 憲和,0,ﾒ1446,,,CH351   A  06    C      1,CH351   A   布　,ﾄﾘﾉ 2P片肘ｿﾌｧｶﾊﾞｰ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,20000.00,20000.00,1,外税消費税率-8%-10%,1600.00,1600.00,1600.00,1600.00,1600.00,14224.00,14224.00,5776.00,ｶﾊﾞｰのみ,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,CH351   A  10393,CH351   A  50    C      GRI,生産品,1,151889,1,2019/05/07,2019/05/30,1.00,,,21000.00,円,21000.00,0363,岡田 憲和,0,ﾒ1446,,,CH351   A  50    C      1,CH351   A   布　,ﾄﾘﾉ ｶｳﾁｶﾊﾞｰ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,21000.00,21000.00,1,外税消費税率-8%-10%,1680.00,1680.00,1680.00,1680.00,1680.00,12048.00,12048.00,8952.00,ｶﾊﾞｰのみ,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,CH356   N  10083,CH356   N  59           GRBL,生産品,1,151843,1,2019/05/07,2019/05/23,1.00,,,6580.00,円,6580.00,0363,岡田 憲和,0,ﾒ1091,,,CH356   N  59           1,CH356   N   布　,ﾍｯﾄﾞﾚｽﾄ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,6580.00,6580.00,1,外税消費税率-8%-10%,526.00,526.00,526.00,526.00,526.00,4213.00,4213.00,2367.00,№151755再　59:残7　ｸﾞﾗﾝﾂﾌﾞﾗｯｸ:151m,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,CU         10111,CU         37    C      28/2520,生産品,1,151914,1,2019/05/07,2055/12/31,4.00,,,4785.00,円,19140.00,0752,加藤 哲郎,0,,,,CU         37    C      1,CU          布　,CUｸｯｼｮﾝｶﾊﾞｰ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,4.00,0,1.00000000,19140.00,19140.00,1,外税消費税率-8%-10%,383.00,1531.00,1531.00,1531.00,1531.00,2242.00,8968.00,10172.00,ｶﾊﾞｰのみ　最短,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,CU      FN 10002,CU      FN 4545         58/3116,生産品,1,151886,3,2019/05/07,2019/06/13,1.00,,,9945.00,円,9945.00,0755,長谷川 和人,0,20190507003-7,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,9945.00,9945.00,1,外税消費税率-8%-10%,796.00,796.00,796.00,796.00,796.00,4180.00,4180.00,5765.00,,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,CU      FN 10002,CU      FN 4545         58/3116,生産品,1,151915,3,2019/05/07,2044/12/31,1.00,,,9180.00,円,9180.00,0755,長谷川 和人,0,179-06258,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,9180.00,9180.00,1,外税消費税率-8%-10%,734.00,734.00,734.00,734.00,734.00,4180.00,4180.00,5000.00,,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
1,南濃工場,,,11,東京,CU      FN 10430,CU      FN 4545         38/2206,生産品,1,151915,1,2019/05/07,2044/12/31,1.00,,,7380.00,円,7380.00,0755,長谷川 和人,0,179-06258,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,7380.00,7380.00,1,外税消費税率-8%-10%,590.00,590.00,590.00,590.00,590.00,2880.00,2880.00,4500.00,部材問合中,,5,最終承認済,2019/05/07,,,2019/05/07,,,2019/05/07
