受注拠点CD,受注拠点名,受注事業部CD,受注事業部名,得意先CD,得意先名,品目CD,品目名,受注区分名,拠点,受注伝票№,行№,受注日,納期,受注数,単位名,仮単価区分名,受注単価,通貨名,受注金額,担当者CD,担当者名,受注区分,客先注番,先方品番,先方品名,規格,型式,受注製品名,サイズ１,サイズ２,サイズ３,品種大分類CD,品種大分類名,品種中分類CD,品種中分類名,品種小分類CD,品種小分類名,品種CD,品種名,品目分類CDＡ,品目分類名Ａ,原価計算しない区分,品目分類名Ｂ,発注フラグ,品目分類名Ｃ,品目区分,品目区分名,入数,ケース数,バラ数,単価単位CD,仮単価区分,在庫単位CD,在庫単位名,在庫管理受注数,通貨CD,換算レート,換算受注金額,換算税抜受注金額,売上消費税率CD,売上消費税率名,受注消費税単価,受注消費税額,換算受注消費税額,表示用受注消費税額,表示用換算受注消費税額,標準原価単価,標準原価金額,粗利額,摘要１,その他テキスト１,受注承認状態区分,受注承認状態区分名,受注承認依頼日,受注承認担当者CD,受注承認担当者名,受注承認処理日,受注承認担当者CD２,受注承認担当者名２,受注承認処理日２
1,南濃工場,,,11,東京,0002       00001,0002,張替修理品,1,157773,1,2019/08/27,2019/09/17,1.00,,,52500.00,円,52500.00,0738,池田　聡,2,,,,0002                    0,0002,張替修理品,0.00000,0.00000,0.00000,,,,,,,3,張替・修理,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,52500.00,52500.00,1,外税消費税率-8%-10%,4200.00,4200.00,4200.00,4200.00,4200.00,10.00,10.00,52490.00,東4980　P921　01　22/2614へ張替,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,0002       00001,0002,張替修理品,1,157856,1,2019/08/27,2019/10/02,1.00,,,0.00,円,0.00,0738,池田　聡,2,,,,0002                    0,0002,張替修理品,0.00000,0.00000,0.00000,,,,,,,3,張替・修理,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,10.00,10.00,-10.00,東№5037　N204-17 48/8145に張替,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,BLS     M2 00003,BLS     M2 180GL    DB                 Z,生産品,1,157858,1,2019/08/27,2019/11/14,1.00,,,188270.00,円,188270.00,0752,加藤 哲郎,0,,,,BLS     M2 180GL    DB  Z,BLS     M2,BLS TVﾎﾞｰﾄﾞ,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,,,,,6,商品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,188270.00,188270.00,1,外税消費税率-8%-10%,15062.00,15062.00,15062.00,15062.00,15062.00,115992.00,115992.00,72278.00,ﾊﾞｲｵｰﾀﾞｰ　納期確認中,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,BRU        6815     GY  0,BRU        6815     GY,生産品,1,157849,1,2019/08/27,2019/11/07,1.00,,,163900.00,円,163900.00,0753,横山 直美,0,250306096,,,BRU        6815     GY  0,BRU,BRU TVﾎﾞｰﾄﾞ150,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,163900.00,163900.00,1,外税消費税率-8%-10%,13112.00,13112.00,13112.00,13112.00,13112.00,114700.00,114700.00,49200.00,,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,BRU        6818     BW  0,BRU        6818     BW,生産品,1,157862,1,2019/08/27,2044/12/31,1.00,,,207400.00,円,207400.00,0570,米山 雅則,0,,,,BRU        6818     BW  0,BRU,BRT TVﾎﾞｰﾄﾞ180,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,207400.00,207400.00,1,外税消費税率-8%-10%,16592.00,16592.00,16592.00,16592.00,16592.00,115000.00,115000.00,92400.00,,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,CH232   IN 10017,CH232   IN 37           SN/01,生産品,1,157789,1,2019/08/27,2019/09/12,1.00,,,5500.00,円,5500.00,0363,岡田 憲和,0,,,,CH232   IN 37           1,CH232   IN  布　,ﾚｺﾙﾀ2 ｸｯｼｮﾝ大,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,5500.00,5500.00,1,外税消費税率-8%-10%,440.00,440.00,440.00,440.00,440.00,4400.00,4400.00,1100.00,37:○　C:8/26入荷,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,CH232   NN 10066,CH232   NN 37           SP/182,生産品,1,157788,2,2019/08/27,2019/09/12,2.00,,,0.00,円,0.00,0363,岡田 憲和,0,,,,CH232   NN 37           1,CH232   NN  布　,ﾚｺﾙﾀ ｸｯｼｮﾝ大,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,2.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,7421.00,14842.00,-14842.00,,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,CH232   NN 10185,CH232   NN 03           SP/182,生産品,1,157788,1,2019/08/27,2019/09/12,1.00,,,68750.00,円,68750.00,0363,岡田 憲和,0,,,,CH232   NN 03           1,CH232   NN  布　,ﾚｺﾙﾀ2 3Pｿﾌｧ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,68750.00,68750.00,1,外税消費税率-8%-10%,5500.00,5500.00,5500.00,5500.00,5500.00,0.00,0.00,68750.00,03:残18　ｶﾊﾞｰ在庫無し,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,CH351   A  10239,CH351   A  03           AP210,生産品,1,157816,1,2019/08/27,2019/09/17,1.00,,,68640.00,円,68640.00,1044,今村　高弘,0,ﾒ6268,,,CH351   A  03           1,CH351   A   布　,ﾄﾘﾉ 3Pｿﾌｧ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,68640.00,68640.00,1,外税消費税率-8%-10%,5491.00,5491.00,5491.00,5491.00,5491.00,43524.00,43524.00,25116.00,03：8/8ETD　AP210：確認中(次回9/中頃入荷,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,CU      FN 11295,CU      FN 4545         48/8145,生産品,1,157861,4,2019/08/27,2019/12/03,1.00,,,0.00,円,0.00,0753,横山 直美,0,250307413,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,3198.00,3198.00,-3198.00,,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
1,南濃工場,,,11,東京,CU      FN 11678,CU      FN 4545         28/4161,生産品,1,157768,3,2019/08/27,2019/09/20,1.00,,,0.00,円,0.00,0755,長谷川 和人,0,250314373,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,2764.00,2764.00,-2764.00,,,5,最終承認済,2019/08/27,,,2019/08/27,,,2019/08/27
