受注拠点CD,受注拠点名,受注事業部CD,受注事業部名,得意先CD,得意先名,品目CD,品目名,受注区分名,拠点,受注伝票№,行№,受注日,納期,受注数,単位名,仮単価区分名,受注単価,通貨名,受注金額,担当者CD,担当者名,受注区分,客先注番,先方品番,先方品名,規格,型式,受注製品名,サイズ１,サイズ２,サイズ３,品種大分類CD,品種大分類名,品種中分類CD,品種中分類名,品種小分類CD,品種小分類名,品種CD,品種名,品目分類CDＡ,品目分類名Ａ,原価計算しない区分,品目分類名Ｂ,発注フラグ,品目分類名Ｃ,品目区分,品目区分名,入数,ケース数,バラ数,単価単位CD,仮単価区分,在庫単位CD,在庫単位名,在庫管理受注数,通貨CD,換算レート,換算受注金額,換算税抜受注金額,売上消費税率CD,売上消費税率名,受注消費税単価,受注消費税額,換算受注消費税額,表示用受注消費税額,表示用換算受注消費税額,標準原価単価,標準原価金額,粗利額,摘要１,その他テキスト１,受注承認状態区分,受注承認状態区分名,受注承認依頼日,受注承認担当者CD,受注承認担当者名,受注承認処理日,受注承認担当者CD２,受注承認担当者名２,受注承認処理日２
1,南濃工場,,,11,東京,AK-RG   90110002,AK-RG   901GY           200140,生産品,1,155568,1,2019/07/16,2019/07/31,1.00,,,50700.00,円,50700.00,0752,加藤 哲郎,0,,,,AK-RG   901GY           1,AK-RG   901 布　,ｼﾙｷｰｼｬｷﾞｰ ﾏﾙﾁｸﾞﾚｰ,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,1,原価計算しない,,,6,商品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,50700.00,50700.00,1,外税消費税率-8%-10%,4056.00,4056.00,4056.00,4056.00,4056.00,42900.00,42900.00,7800.00,確認中,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,BRU        6815     NA  0,BRU        6815     NA,生産品,1,155584,5,2019/07/16,2044/12/31,1.00,,,172840.00,円,172840.00,0941,黄地　由紀絵,0,,,,BRU        6815     NA  0,BRU,BRU TVﾎﾞｰﾄﾞ150,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,172840.00,172840.00,1,外税消費税率-8%-10%,13827.00,13827.00,13827.00,13827.00,13827.00,0.00,0.00,172840.00,,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CH1069  I  10004,CH1069  I  03           SP/198,生産品,1,155531,1,2019/07/16,2019/07/26,1.00,,,92400.00,円,92400.00,8001,鎌田　義彦,0,,,,CH1069  I  03           1,CH1069  I   布　,ｱﾆﾀ 3Pｿﾌｧ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,92400.00,92400.00,1,外税消費税率-8%-10%,7392.00,7392.00,7392.00,7392.00,7392.00,62200.00,62200.00,30200.00,03:残4　C:残12,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CH1069  I  10012,CH1069  I  59           SP/198,生産品,1,155531,2,2019/07/16,2019/07/26,2.00,,,6050.00,円,12100.00,8001,鎌田　義彦,0,,,,CH1069  I  59           1,CH1069  I   布　,ｱﾆﾀ ﾍｯﾄﾞﾚｽﾄ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,2.00,0,1.00000000,12100.00,12100.00,1,外税消費税率-8%-10%,484.00,968.00,968.00,968.00,968.00,3100.00,6200.00,5900.00,59:残3　C:残12,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CH1072  S  10054,CH1072  S  31LSET       SP/206,生産品,1,155528,1,2019/07/16,2020/02/27,1.00,,,76800.00,円,76800.00,0363,岡田 憲和,0,11872,,,CH1072  S  31LSET       1,CH1072  S   布　,ｲﾃﾞﾙﾄ ｺｰﾅｰｿﾌｧL ｾｯﾄ,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,76800.00,76800.00,1,外税消費税率-8%-10%,6144.00,6144.00,6144.00,6144.00,6144.00,45403.00,45403.00,31397.00,残：11,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CH1072  S  10063,CH1072  S  20SET        SP/206,生産品,1,155528,2,2019/07/16,2020/02/27,1.00,,,70800.00,円,70800.00,0363,岡田 憲和,0,11872,,,CH1072  S  20SET        1,CH1072  S   布　,ｲﾃﾞﾙﾄ 2Pｱｰﾑﾚｽｿﾌｧ ｾｯﾄ,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,70800.00,70800.00,1,外税消費税率-8%-10%,5664.00,5664.00,5664.00,5664.00,5664.00,41918.00,41918.00,28882.00,残：6,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CH351   A  10266,CH351   A  50           GRBR,生産品,1,155562,1,2019/07/16,2019/08/02,1.00,,,52800.00,円,52800.00,8001,鎌田　義彦,0,ｷ1379,,,CH351   A  50           1,CH351   A   布　,ﾄﾘﾉ ｶｳﾁ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,52800.00,52800.00,1,外税消費税率-8%-10%,4224.00,4224.00,4224.00,4224.00,4224.00,35781.00,35781.00,17019.00,50：残6　ｸﾞﾗﾝﾂﾌﾞﾗｳﾝ：306m,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CH351   A  10299,CH351   A  03           AP211,生産品,1,155558,1,2019/07/16,2019/08/27,1.00,,,68640.00,円,68640.00,1044,今村　高弘,0,ﾒ4708,,,CH351   A  03           1,CH351   A   布　,ﾄﾘﾉ 3Pｿﾌｧ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,68640.00,68640.00,1,外税消費税率-8%-10%,5491.00,5491.00,5491.00,5491.00,5491.00,43524.00,43524.00,25116.00,03：7/13ETD(7/29入荷予定)　AP211：111m,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CH351   A  10309,CH351   A  06           GRBR,生産品,1,155562,2,2019/07/16,2019/08/02,1.00,,,55000.00,円,55000.00,8001,鎌田　義彦,0,ｷ1379,,,CH351   A  06           1,CH351   A   布　,ﾄﾘﾉ 2P片肘ｿﾌｧ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,55000.00,55000.00,1,外税消費税率-8%-10%,4400.00,4400.00,4400.00,4400.00,4400.00,37309.00,37309.00,17691.00,06：残7　ｸﾞﾗﾝﾂﾌﾞﾗｳﾝ：306m,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CU      FN 10212,CU      FN 4545         22/5319,生産品,1,155542,6,2019/07/16,2044/12/31,1.00,,,0.00,円,0.00,0941,黄地　由紀絵,0,,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,2695.00,2695.00,-2695.00,№155542　N528と同ﾛｯﾄ,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CU      FN 10506,CU      FN 4545         28/2520,生産品,1,155567,6,2019/07/16,2044/12/31,1.00,,,6380.00,円,6380.00,0941,黄地　由紀絵,0,,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,6380.00,6380.00,1,外税消費税率-8%-10%,510.00,510.00,510.00,510.00,510.00,2713.00,2713.00,3667.00,№　N528と同ﾛｯﾄ,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CU      FN 10896,CU      FN 4545         28/4105,生産品,1,155560,6,2019/07/16,2044/12/31,1.00,,,0.00,円,0.00,0941,黄地　由紀絵,0,,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,2887.00,2887.00,-2887.00,,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CU      FN 10950,CU      FN 4545         28/4209,生産品,1,155577,1,2019/07/16,2055/12/31,1.00,,,0.00,円,0.00,0941,黄地　由紀絵,0,,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,2790.00,2790.00,-2790.00,入荷後keep,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
1,南濃工場,,,11,東京,CU      FN 10985,CU      FN 4545         28/4109,生産品,1,155541,4,2019/07/16,2019/07/30,1.00,,,0.00,円,0.00,0941,黄地　由紀絵,0,,,,CU      FN 4545         1,CU      FN  布　,CUｸｯｼｮﾝ 45F,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,2896.00,2896.00,-2896.00,№155541　N528と同ﾛｯﾄ,,5,最終承認済,2019/07/16,,,2019/07/16,,,2019/07/16
