受注拠点CD,受注拠点名,受注事業部CD,受注事業部名,得意先CD,得意先名,品目CD,品目名,受注区分名,拠点,受注伝票№,行№,受注日,納期,受注数,単位名,仮単価区分名,受注単価,通貨名,受注金額,担当者CD,担当者名,受注区分,客先注番,先方品番,先方品名,規格,型式,受注製品名,サイズ１,サイズ２,サイズ３,品種大分類CD,品種大分類名,品種中分類CD,品種中分類名,品種小分類CD,品種小分類名,品種CD,品種名,品目分類CDＡ,品目分類名Ａ,原価計算しない区分,品目分類名Ｂ,発注フラグ,品目分類名Ｃ,品目区分,品目区分名,入数,ケース数,バラ数,単価単位CD,仮単価区分,在庫単位CD,在庫単位名,在庫管理受注数,通貨CD,換算レート,換算受注金額,換算税抜受注金額,売上消費税率CD,売上消費税率名,受注消費税単価,受注消費税額,換算受注消費税額,表示用受注消費税額,表示用換算受注消費税額,標準原価単価,標準原価金額,粗利額,摘要１,その他テキスト１,受注承認状態区分,受注承認状態区分名,受注承認依頼日,受注承認担当者CD,受注承認担当者名,受注承認処理日,受注承認担当者CD２,受注承認担当者名２,受注承認処理日２
1,南濃工場,,,11,東京,0002       00001,0002,張替修理品,1,161202,1,2019/10/23,2019/11/21,2.00,,,28800.00,円,57600.00,9132,ＬＰ銀座,2,,,,0002                    0,0002,張替修理品,0.00000,0.00000,0.00000,,,,,,,3,張替・修理,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,2.00,0,1.00000000,57600.00,57600.00,1,外税消費税率-8%-10%,2880.00,5760.00,5760.00,5760.00,5760.00,10.00,20.00,57580.00,東 修理5104 D330N 10DB TL1611 張替,,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,BRU        6815     GY  0,BRU        6815     GY,生産品,1,161254,1,2019/10/23,2044/12/31,1.00,,,193700.00,円,193700.00,0672,藤沢 文哉,0,,,,BRU        6815     GY  0,BRU,BRU TVﾎﾞｰﾄﾞ150,0.00000,0.00000,0.00000,,,,,,,2,仕入商品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,193700.00,193700.00,1,外税消費税率-8%-10%,19370.00,19370.00,19370.00,19370.00,19370.00,114700.00,114700.00,79000.00,19/11/19,,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH271   I  10152,CH271   I  37           SN/03,生産品,1,161282,3,2019/10/23,2019/11/21,2.00,,,0.00,円,0.00,1044,今村　高弘,0,286557,,,CH271   I  37           1,CH271   I   布　,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,1,原価計算しない,,,1,製品,0.00,0,0.00,01,0,01,,2.00,0,1.00000000,0.00,0.00,1,外税消費税率-8%-10%,0.00,0.00,0.00,0.00,0.00,3800.00,7600.00,-7600.00,C:残17,,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH271   IE 10015,CH271   IE 42       NA  SN/03,生産品,1,161282,1,2019/10/23,2019/11/21,1.00,,,42000.00,円,42000.00,1044,今村　高弘,0,286557,,,CH271   IE 42       NA  1,CH271   IE  布　,ﾏﾁﾙﾀﾞ ｱｰﾑﾚｽｿﾌｧ,0.00000,0.00000,0.00000,,,,,,,1,輸入仕入,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,42000.00,42000.00,1,外税消費税率-8%-10%,4200.00,4200.00,4200.00,4200.00,4200.00,0.00,0.00,42000.00,42:残5　C:残5,,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH271   IE 10016,CH271   IE 50       NA  SN/03,生産品,1,161282,2,2019/10/23,2019/11/21,1.00,,,47000.00,円,47000.00,1044,今村　高弘,0,286557,,,CH271   IE 50       NA  1,CH271   IE  布　,ﾏﾁﾙﾀﾞ ｶｳﾁ,0.00000,0.00000,0.00000,,,,,,,1,輸入仕入,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,47000.00,47000.00,1,外税消費税率-8%-10%,4700.00,4700.00,4700.00,4700.00,4700.00,0.00,0.00,47000.00,50:10/24ETD　C:残3,,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH351   A  10288,CH351   A  49           GRBL,生産品,1,161222,1,2019/10/23,2019/11/16,1.00,,,52800.00,円,52800.00,1044,今村　高弘,0,ｷ8447,,,CH351   A  49           1,CH351   A   布　,ﾄﾘﾉ ｶｳﾁ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,52800.00,52800.00,1,外税消費税率-8%-10%,5280.00,5280.00,5280.00,5280.00,5280.00,35781.00,35781.00,17019.00,49:残7　GRBL:233ｍ　売止依頼中,,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH351   A  10289,CH351   A  07           GRBL,生産品,1,161222,2,2019/10/23,2019/11/16,1.00,,,55000.00,円,55000.00,1044,今村　高弘,0,ｷ8447,,,CH351   A  07           1,CH351   A   布　,ﾄﾘﾉ 2P片肘ｿﾌｧ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,55000.00,55000.00,1,外税消費税率-8%-10%,5500.00,5500.00,5500.00,5500.00,5500.00,37309.00,37309.00,17691.00,07:残10,,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH351   A  10297,CH351   A  17S          AP211,生産品,1,161224,2,2019/10/23,2019/12/04,1.00,,,20000.00,円,20000.00,1044,今村　高弘,0,ｷ8419,,,CH351   A  17S          1,CH351   A   布　,ﾄﾘﾉ ｽﾂｰﾙS,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,20000.00,20000.00,1,外税消費税率-8%-10%,2000.00,2000.00,2000.00,2000.00,2000.00,14525.00,14525.00,5475.00,17S:10/24ETD(11/6入),,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH351   A  10299,CH351   A  03           AP211,生産品,1,161224,1,2019/10/23,2019/12/04,1.00,,,68640.00,円,68640.00,1044,今村　高弘,0,ｷ8419,,,CH351   A  03           1,CH351   A   布　,ﾄﾘﾉ 3Pｿﾌｧ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,1.00,0,1.00000000,68640.00,68640.00,1,外税消費税率-8%-10%,6864.00,6864.00,6864.00,6864.00,6864.00,43524.00,43524.00,25116.00,03:残1　AP211:11/中 入荷予定,,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH356   N  10083,CH356   N  59           GRBL,生産品,1,161222,3,2019/10/23,2019/11/16,2.00,,,6580.00,円,13160.00,1044,今村　高弘,0,ｷ8447,,,CH356   N  59           1,CH356   N   布　,ﾍｯﾄﾞﾚｽﾄ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,2.00,0,1.00000000,13160.00,13160.00,1,外税消費税率-8%-10%,658.00,1316.00,1316.00,1316.00,1316.00,4213.00,8426.00,4734.00,59:10/31ETD(11/13入),,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
1,南濃工場,,,11,東京,CH356   N  10109,CH356   N  59           AP211,生産品,1,161224,3,2019/10/23,2019/12/04,2.00,,,6580.00,円,13160.00,1044,今村　高弘,0,ｷ8419,,,CH356   N  59           1,CH356   N   布　,ﾍｯﾄﾞﾚｽﾄ,0.00000,0.00000,0.00000,,,,,,,0,製造品,,,,,,,1,製品,0.00,0,0.00,01,0,01,,2.00,0,1.00000000,13160.00,13160.00,1,外税消費税率-8%-10%,658.00,1316.00,1316.00,1316.00,1316.00,4265.00,8530.00,4630.00,59:10/31ETD(11/13入),,5,最終承認済,2019/10/23,,,2019/10/23,,,2019/10/23
